|,|__appid,|__name,|__developer,|__publisher,|__score_rank,|__positive,|__negative,|__userscore,|__owners,|__average_forever,|__average_2weeks,|__median_forever,|__median_2weeks,|__price,|__initialprice,|__discount,,
330830,330830,Tales from the Borderlands,Telltale Games,Telltale Games,,14192,647,0,"500,000 .. 1,000,000",586,814,614,814,1499,1499,0,,
259680,259680,Tales of Maj'Eyal,Netcore Games,Netcore Games,,2726,133,0,"200,000 .. 500,000",1618,643,245,1179,699,699,0,,
unknow,unknow,Tales of Monkey Island Chapter 1 - Launch of the Screaming Narwhal,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Tales of Monkey Island Chapter 2 - The Siege of Spinner Cay ,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Tales of Monkey Island Chapter 3 - Lair of the Leviathan ,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Tales of Monkey Island Chapter 4 - The Trial and Execution of Guybrush Threepwood ,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Tales of Monkey Island Chapter 5 - Rise of the Pirate God,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
351970,351970,Tales of Zestiria,BANDAI NAMCO Studio Inc.,BANDAI NAMCO Entertainment,,5275,962,0,"500,000 .. 1,000,000",1491,113,352,113,4999,4999,0,,
328060,328060,Tales Runner,Rhaon Entertainment,OGPlanet,,299,279,0,"200,000 .. 500,000",124,0,22,0,0,0,0,,
247000,247000,Talisman: Digital Edition,Nomad Games,Asmodee Digital,,2971,973,0,"200,000 .. 500,000",572,390,216,397,699,699,0,,
258200,258200,Talisman: Prologue,Nomad Games,Nomad Games,,188,143,0,"200,000 .. 500,000",282,0,199,0,699,699,0,,
3460,3460,Talismania Deluxe,"PopCap Games, Inc.","PopCap Games, Inc.",,13,0,0,"20,000 .. 50,000",39,0,58,0,499,499,0,,
258240,258240,Tank Operations: European Campaign,Linked Dimensions,rokapublish,,35,75,0,"20,000 .. 50,000",78,0,78,0,1999,1999,0,,
19200,19200,Tank Universal,Dialogue Design,Meridian4,,227,189,0,"100,000 .. 200,000",131,0,21,0,499,499,0,,
371570,371570,Tap Heroes,VaragtP,VaragtP,,886,295,0,"200,000 .. 500,000",675,533,210,533,299,299,0,,
380360,380360,Tap Tap Infinity,Scary Bee LLC,Scary Bee LLC,,635,219,0,"200,000 .. 500,000",766,0,71,0,0,0,0,,
315550,315550,Taxi,Excalibur,Excalibur Publishing,,149,149,0,"20,000 .. 50,000",105,295,68,295,499,499,0,,
488080,488080,Taxi,petraguardsoftware.com,petraguardsoftware.com,,1,1,0,"0 .. 20,000",0,0,0,0,199,199,0,,
377600,377600,Tcheco in the Castle of Lucio,Marcelo Barbosa,Marcelo Barbosa,,459,51,0,"50,000 .. 100,000",261,3,271,3,99,99,0,,
340540,340540,TDP4:Team Battle,JAVELIN OÜ,JAVELIN OÜ,,256,348,0,"200,000 .. 500,000",125,12,17,12,0,0,0,,
355070,355070,TDP5 Arena 3D,Javelin OÜ,Javelin OÜ,,98,118,0,"100,000 .. 200,000",34,0,13,0,0,0,0,,
363620,363620,Tea Party Simulator 2015,"Liens, Power Up to Maximum","Liens, Power Up to Maximum",,471,215,0,"100,000 .. 200,000",243,0,251,0,999,999,0,,
440,440,Team Fortress 2,Valve,Valve,,512900,33848,0,"20,000,000 .. 50,000,000",8956,861,477,125,0,0,0,,
20,20,Team Fortress Classic,Valve,Valve,,3287,630,0,"5,000,000 .. 10,000,000",1562,2072,15,3108,499,499,0,,
381090,381090,Ted by Dawn,Proteus Pixel,Proteus Pixel,,27,22,0,"0 .. 20,000",55,0,56,0,0,0,0,,
340310,340310,Teddy Floppy Ear - Kayaking,Forever Entertainment S. A.,Forever Entertainment S. A.,,373,95,0,"50,000 .. 100,000",221,0,207,0,499,499,0,,
340300,340300,Teddy Floppy Ear - Mountain Adventure,Forever Entertainment S. A.,Forever Entertainment S. A.,,510,62,0,"100,000 .. 200,000",219,0,197,0,499,499,0,,
371420,371420,Teddy Floppy Ear - The Race,Forever Entertainment S. A.,Forever Entertainment S. A.,,630,191,0,"100,000 .. 200,000",401,0,347,0,499,499,0,,
unknow,unknow,Teenage Mutant Ninja Turtles Out of the Shadows,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
380840,380840,Teeworlds,Teeworlds Team,Teeworlds Team,,3088,409,0,"500,000 .. 1,000,000",173,281,22,517,0,0,0,,
234390,234390,Teleglitch: Die More Edition,Test3 Projects,Paradox Interactive,,2154,359,0,"500,000 .. 1,000,000",144,4,62,4,1299,1299,0,,
8330,8330,Telltale Texas Hold ‘Em,Telltale Games,Telltale Games,,71,75,0,"100,000 .. 200,000",78,0,7,0,299,299,0,,
unknow,unknow,Temper Tantrum,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
370020,370020,Templar Battleforce,Trese Brothers,Trese Brothers,,674,38,0,"20,000 .. 50,000",553,0,619,0,999,999,0,,
299680,299680,Tengami,Nyamyam,Nyamyam,,1019,253,0,"100,000 .. 200,000",75,0,75,0,499,499,0,,
323370,323370,TERA,"Bluehole, Inc.",En Masse Entertainment,,11086,2921,0,"2,000,000 .. 5,000,000",2290,1749,256,323,0,0,0,,
384150,384150,TeraBlaster,Black Shell Games,,,758,331,0,"50,000 .. 100,000",173,0,181,0,0,0,0,,
358370,358370,Terminal Velocity,Terminal Reality,Apogee Software,,42,3,0,"20,000 .. 50,000",11,0,11,0,699,699,0,,
unknow,unknow,Terminator Salvation,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
347560,347560,Terra Incognita ~ Chapter One: The Descendant,Back To Basics Gaming,Back To Basics Gaming,,676,326,0,"500,000 .. 1,000,000",225,245,211,245,49,99,51,,
273550,273550,Terrain Test,Unknown Worlds Entertainment,Unknown Worlds Entertainment,,17,11,0,"100,000 .. 200,000",51,0,5,0,0,0,0,,
105600,105600,Terraria,Re-Logic,Re-Logic,,252579,7670,0,"5,000,000 .. 10,000,000",6016,458,1941,101,999,999,0,,
285920,285920,TerraTech,Payload Studios,Payload Studios,,4665,1012,0,"200,000 .. 500,000",1805,710,687,283,2499,2499,0,,
278640,278640,Terrian Saga: KR-17,Wonderfling,Digital Tribe,,182,63,0,"20,000 .. 50,000",197,0,159,0,499,499,0,,
unknow,unknow,Terrorhedron,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
314210,314210,Tesla Breaks the World!,Archetype Global,Archetype Global,,6,38,0,"0 .. 20,000",159,0,172,0,999,999,0,,
unknow,unknow,Tesla Effect,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
249590,249590,Teslagrad,Rain Games,Rain Games,,1575,251,0,"200,000 .. 500,000",283,123,191,123,999,999,0,,
unknow,unknow,Test Drive Unlimited 2,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
211970,211970,Test Drive: Ferrari Racing Legends,Slightly Mad Studios,Evolved Games,,143,108,0,"0 .. 20,000",501,0,631,0,1999,1999,0,,
235980,235980,Tetrobot and Co.,Swing Swing Submarine,Swing Swing Submarine,,369,10,0,"50,000 .. 100,000",382,1,163,1,999,999,0,,
302340,302340,Tex Murphy: Martian Memorandum,Access Software,Nightdive Studios,,22,6,0,"50,000 .. 100,000",32,0,53,0,599,599,0,,
302330,302330,Tex Murphy: Mean Streets,Access Software,Nightdive Studios,,34,15,0,"50,000 .. 100,000",39,0,59,0,599,599,0,,
302370,302370,Tex Murphy: Overseer,Access Software,Nightdive Studios,,11,16,0,"50,000 .. 100,000",20,0,20,0,999,999,0,,
302360,302360,Tex Murphy: The Pandora Directive,Access Software,Nightdive Studios,,23,2,0,"50,000 .. 100,000",184,0,260,0,999,999,0,,
302350,302350,Tex Murphy: Under a Killing Moon,Access Software,Nightdive Studios,,51,2,0,"50,000 .. 100,000",74,0,75,0,999,999,0,,
255940,255940,The 11th Hour,Trilobyte Games,Nightdive Studios,,62,73,0,"50,000 .. 100,000",477,0,732,0,599,599,0,,
234940,234940,The 39 Steps,The Story Mechanics,KISS ltd,,980,313,0,"200,000 .. 500,000",215,14,205,14,1499,1499,0,,
255920,255920,The 7th Guest,Trilobyte Games,Nightdive Studios,,234,136,0,"100,000 .. 200,000",111,0,71,0,599,599,0,,
375710,375710,The Adventures of Mr. Bobley,Jan Zizka,,,240,129,0,"50,000 .. 100,000",216,0,212,0,399,399,0,,
354860,354860,The Adventures of Tree,"NinjaISV, TigerNDV",Tiger Studios,,301,95,0,"50,000 .. 100,000",348,0,360,0,499,499,0,,
230070,230070,The Age of Decadence,Iron Tower Studio,Iron Tower Studio,,1688,366,0,"100,000 .. 200,000",753,91,275,91,1499,1499,0,,
355520,355520,The Albino Hunter,Cherry Co. Studios,Cherry Co. Studios,,240,79,0,"50,000 .. 100,000",208,0,177,0,499,499,0,,
unknow,unknow,The Amazing Spider-Man,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,The Amazing Spider-Man 2,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
18070,18070,The Baconing,Hothead Games,Hothead Games,,150,37,0,"100,000 .. 200,000",217,0,77,0,1499,1499,0,,
35460,35460,The Ball,Teotl Studios,Tripwire Interactive,,602,210,0,"200,000 .. 500,000",150,0,47,0,999,999,0,,
237990,237990,The Banner Saga,Stoic,Versus Evil,,9696,1123,0,"500,000 .. 1,000,000",466,1072,248,1072,2499,2499,0,,
219340,219340,The Banner Saga: Factions,Stoic,Versus Evil,,570,202,0,"200,000 .. 500,000",186,0,16,0,0,0,0,,
41900,41900,The Bard's Tale,inXile Entertainment,inXile Entertainment,,640,189,0,"200,000 .. 500,000",234,0,149,0,999,999,0,,
214790,214790,The Basement Collection,"Edmund McMillen, Tyler Glaiel",Edmund McMillen,,811,153,0,"200,000 .. 500,000",181,2,58,2,399,399,0,,
282620,282620,The Battle of Sol,"Bit Planet Games, LLC","Bit Planet Games, LLC",,56,35,0,"20,000 .. 50,000",26,0,40,0,999,999,0,,
unknow,unknow,The Beast of Lycan Isle - Collector's Edition,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
303210,303210,The Beginner's Guide,Everything Unlimited Ltd.,Everything Unlimited Ltd.,,12588,2001,0,"200,000 .. 500,000",125,84,96,97,999,999,0,,
113200,113200,The Binding of Isaac,Edmund McMillen and Florian Himsl,Edmund McMillen,,43178,1919,0,"2,000,000 .. 5,000,000",1491,165,331,32,499,499,0,,
250900,250900,The Binding of Isaac: Rebirth,"Nicalis, Inc.","Nicalis, Inc.",,72430,1829,0,"2,000,000 .. 5,000,000",6872,411,2355,132,1499,1499,0,,
349220,349220,The Black Watchmen,Alice & Smith,Alice & Smith,,487,48,0,"20,000 .. 50,000",369,27,179,27,999,999,0,,
80330,80330,The Blackwell Legacy,Wadjet Eye Games,Wadjet Eye Games,,843,106,0,"100,000 .. 200,000",256,341,200,341,499,499,0,,
302010,302010,The Blue Flamingo,Might and Delight,Might and Delight,,257,293,0,"100,000 .. 200,000",202,0,188,0,499,499,0,,
277470,277470,The Book of Legends,Aldorlea Games,Aldorlea Games,,163,68,0,"50,000 .. 100,000",283,0,159,0,1499,1499,0,,
215160,215160,The Book of Unwritten Tales,KING Art,THQ Nordic,,1377,132,0,"200,000 .. 500,000",395,0,177,0,1999,1999,0,,
279940,279940,The Book of Unwritten Tales 2,KING Art,THQ Nordic,,558,47,0,"50,000 .. 100,000",571,0,366,0,2999,2999,0,,
221830,221830,The Book of Unwritten Tales: The Critter Chronicles,KING Art,THQ Nordic,,263,49,0,"100,000 .. 200,000",358,0,416,0,1999,1999,0,,
204240,204240,The Bridge,"Ty Taylor and Mario Castañeda, The Quantum Astrophysicists Guild",The Quantum Astrophysicists Guild,,2929,376,0,"500,000 .. 1,000,000",196,7,121,14,999,999,0,,
350740,350740,The Bug Butcher,Awfully Nice Studios,Awfully Nice Studios,,937,90,0,"50,000 .. 100,000",184,0,162,0,799,799,0,,
65930,65930,The Bureau: XCOM Declassified,2K Marin,2K,,6607,2912,0,"2,000,000 .. 5,000,000",384,164,158,209,1999,1999,0,,
302170,302170,The Cameron Files: The Secret at Loch Ness,Microids,Microids,,22,21,0,"20,000 .. 50,000",40,0,58,0,299,299,0,,
283020,283020,The Campaign Series: Fall Weiss,Wastelands Interactive,Wastelands Interactive,,22,40,0,"20,000 .. 50,000",193,0,201,0,1499,1499,0,,
95700,95700,The Cat and the Coup,Peter Brinson and Kurosh ValaNejad,Peter Brinson and Kurosh ValaNejad,,821,52,0,"100,000 .. 200,000",10,1,11,1,0,0,0,,
253110,253110,The Cat Lady,Harvester Games,Screen 7,,3424,242,0,"100,000 .. 200,000",299,163,190,163,999,999,0,,
221810,221810,The Cave,Double Fine Productions,Double Fine Productions,,1692,265,0,"200,000 .. 500,000",244,184,122,184,1499,1499,0,,
242530,242530,The Chaos Engine,"Abstraction Games, The Bitmap Brothers",The Bitmap Brothers,,192,109,0,"50,000 .. 100,000",150,0,124,0,999,999,0,,
unknow,unknow,The Chronicles of Riddick Assault on Dark Athena,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
342090,342090,The Clans - Saga of the Twins,Supreme Clans Entertainment,Supreme Clans Entertainment,,20,38,0,"20,000 .. 50,000",368,0,298,0,999,999,0,,
111000,111000,The Clockwork Man,Total Eclipse,Total Eclipse,,40,32,0,"0 .. 20,000",76,0,90,0,699,699,0,,
111010,111010,The Clockwork Man: The Hidden World,Total Eclipse P.C.,Total Eclipse P.C.,,41,20,0,"0 .. 20,000",71,0,129,0,999,999,0,,
10460,10460,The Club,Bizarre Creations,SEGA,,47,49,0,"20,000 .. 50,000",181,26,99,26,1499,1499,0,,
319550,319550,The Collider,Shortbreak Studios s.c.,Shortbreak Studios s.c.,,818,124,0,"20,000 .. 50,000",204,118,143,118,299,299,0,,
302750,302750,The Counting Kingdom,Little Worlds Interactive,Little Worlds Interactive,,87,2,0,"0 .. 20,000",184,0,131,0,699,699,0,,
241560,241560,The Crew,Ivory Tower in collaboration with Ubisoft Reflections,Ubisoft,,9456,4631,0,"200,000 .. 500,000",2613,104,1277,71,2999,2999,0,,
297020,297020,The Culling Of The Cows,DL Softworks,DL Softworks,,2394,838,0,"500,000 .. 1,000,000",523,123,225,123,299,999,70,,
unknow,unknow,The Curious Expedition,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,The Cursed Crusade,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
203830,203830,The Dark Eye: Chains of Satinav,Daedalic Entertainment,Daedalic Entertainment,,1266,196,0,"200,000 .. 500,000",319,14,218,14,199,1999,90,,
67370,67370,The Darkness II,Digital Extremes,2K,,11860,1224,0,"1,000,000 .. 2,000,000",351,129,137,89,2999,2999,0,,
unknow,unknow,The Dead Linger,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
400240,400240,The Deer,"Fabio Ferrara, Giulia Airoldi",Chubby Pixel,,1457,887,0,"500,000 .. 1,000,000",215,0,212,0,99,99,0,,
351400,351400,The Defenders: The Second Wave,FallenMaster,FallenMaster,,42,36,0,"20,000 .. 50,000",207,0,219,0,299,299,0,,
298180,298180,The Desolate Hope,Scott Cawthon,Scott Cawthon,,754,69,0,"200,000 .. 500,000",33,21,1,23,0,0,0,,
319970,319970,The Detail,Rival Games Ltd,Rival Games Ltd,,397,143,0,"100,000 .. 200,000",202,0,178,0,299,299,0,,
6040,6040,The Dig,LucasArts,LucasArts,,571,54,0,"100,000 .. 200,000",301,0,195,0,599,599,0,,
unknow,unknow,The Dream Machine,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
393150,393150,The Dreamatorium of Dr. Magnus 2,Two Desperados,Two Desperados,,54,20,0,"20,000 .. 50,000",196,0,200,0,799,799,0,,
302160,302160,The Egyptian Prophecy: The Fate of Ramses,MC2,Microids,,49,35,0,"20,000 .. 50,000",118,0,211,0,499,499,0,,
unknow,unknow,The Elder Scrolls III Morrowind,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,The Elder Scrolls IV Oblivion ,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,The Elder Scrolls Online Tamriel Unlimited,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
72850,72850,The Elder Scrolls V: Skyrim,Bethesda Game Studios,Bethesda Softworks,,236877,14951,0,"10,000,000 .. 20,000,000",6524,395,2865,63,1999,1999,0,,
285480,285480,The Entente Gold,Lesta Studio,Buka Entertainment,,211,280,0,"50,000 .. 100,000",170,0,171,0,199,199,0,,
298630,298630,The Escapists,Mouldy Toof Studios,Team17 Digital Ltd,,11613,1429,0,"1,000,000 .. 2,000,000",674,227,320,243,1799,1799,0,,
388060,388060,The Escapists: The Walking Dead,Team17 Digital Ltd,Team17 Digital Ltd,,358,216,0,"100,000 .. 200,000",155,0,80,0,1799,1799,0,,
268050,268050,The Evil Within,Tango Gameworks,Bethesda Softworks,,10495,2343,0,"500,000 .. 1,000,000",1266,79,333,47,1999,1999,0,,
312990,312990,The Expendabros,Free Lives,Devolver Digital,,15022,426,0,"2,000,000 .. 5,000,000",115,58,51,80,0,0,0,,
290770,290770,The Fall,Over The Moon,Over The Moon,,2776,365,0,"200,000 .. 500,000",199,0,202,0,999,999,0,,
300320,300320,The Few,BlackMoon Design,BlackMoon Design ,,86,70,0,"20,000 .. 50,000",266,0,269,0,799,799,0,,
312210,312210,The Fifth Day,Touz,Touz,,394,473,0,"20,000 .. 50,000",257,0,118,0,1499,1499,0,,
unknow,unknow,The Fish Fillets 2,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
318600,318600,The Flame in the Flood,The Molasses Flood,"The Molasses Flood, Curve Digital",,3559,1108,0,"500,000 .. 1,000,000",167,122,121,153,1499,1499,0,,
295750,295750,The Floor is Jelly,Ian Snyder,Ian Snyder,,300,69,0,"20,000 .. 50,000",97,1,75,1,999,999,0,,
321600,321600,The Flying Dutchman,Snack Games,Strategy First,,7,47,0,"0 .. 20,000",96,0,96,0,499,499,0,,
242760,242760,The Forest,Endnight Games Ltd,Endnight Games Ltd,,109140,8806,0,"2,000,000 .. 5,000,000",1728,360,946,86,1999,1999,0,,
314280,314280,The Forgotten Ones,Bernt Andreas Eide,Bernt Andreas Eide,,897,603,0,"500,000 .. 1,000,000",59,1,24,1,0,0,0,,
260430,260430,The Four Kings Casino and Slots,Digital Leisure Inc.,Digital Leisure Inc.,,2059,937,0,"200,000 .. 500,000",210,42,38,42,0,0,0,,
350020,350020,The Gate,Spicy Horse Games,Spicy Horse Games,,135,80,0,"100,000 .. 200,000",219,0,96,0,0,0,0,,
269730,269730,The Golf Club,HB Studios,HB Studios,,636,373,0,"20,000 .. 50,000",1099,0,324,0,2999,2999,0,,
293340,293340,The Good Life,immersionFX,Iceberg Interactive,,66,58,0,"20,000 .. 50,000",402,0,309,0,999,999,0,,
27020,27020,The Graveyard,Tale of Tales,Tale of Tales,,303,198,0,"20,000 .. 50,000",7687,0,19,0,499,499,0,,
33580,33580,The Great Art Race,Ascaron Entertainment ltd.,Assemble Entertainment,,56,33,0,"0 .. 20,000",113,0,71,0,499,499,0,,
296650,296650,The Great Jitters: Pudding Panic,kunst-stoff GmbH,kunst-stoff GmbH,,48,22,0,"20,000 .. 50,000",20,0,27,0,499,499,0,,
39520,39520,The Guild Gold Edition,4HEAD Studios,THQ Nordic,,171,74,0,"100,000 .. 200,000",236,59,33,59,999,999,0,,
39650,39650,The Guild II,4 Head Studios,THQ Nordic,,384,196,0,"500,000 .. 1,000,000",262,0,85,0,999,999,0,,
39660,39660,The Guild II - Pirates of the European Seas,4 Head Studios,THQ Nordic,,108,48,0,"200,000 .. 500,000",375,0,87,0,999,999,0,,
39680,39680,The Guild II Renaissance,Rune Forge,THQ Nordic,,1925,478,0,"200,000 .. 500,000",930,1211,424,1211,999,999,0,,
291010,291010,The Hat Man: Shadow Ward,Game Mechanics LLC,,,2349,1122,0,"200,000 .. 500,000",154,0,133,0,999,999,0,,
43190,43190,The Haunted: Hells Reach,KTX Software,Signo & Arte,,502,80,0,"50,000 .. 100,000",278,1,89,1,899,899,0,,
325730,325730,The Hive,Skydome Entertainment,Skydome Entertainment,,143,63,0,"20,000 .. 50,000",236,0,219,0,999,999,0,,
306040,306040,The Howler,"Antanas Marcelionis, Renė Petrulienė",Antanas Marcelionis,,1603,436,0,"200,000 .. 500,000",192,0,182,0,199,199,0,,
279720,279720,The I of the Dragon,Primal,TopWare Interactive,,339,208,0,"200,000 .. 500,000",243,227,256,242,699,699,0,,
251630,251630,The Impossible Game,Grip Games,FlukeDude,,919,155,0,"50,000 .. 100,000",161,3,72,3,499,499,0,,
215530,215530,The Incredible Adventures of Van Helsing,NeocoreGames,NeocoreGames,,4987,1058,0,"500,000 .. 1,000,000",471,65,198,65,1499,1499,0,,
272470,272470,The Incredible Adventures of Van Helsing II,NeocoreGames,NeocoreGames,,1229,609,0,"200,000 .. 500,000",353,0,173,0,1499,1499,0,,
359900,359900,The Incredible Adventures of Van Helsing III,NeocoreGames,NeocoreGames,,385,281,0,"100,000 .. 200,000",389,0,207,0,1499,1499,0,,
400170,400170,The Incredible Adventures of Van Helsing: Final Cut,NeocoreGames,NeocoreGames,,1177,456,0,"200,000 .. 500,000",436,174,206,281,4499,4499,0,,
251430,251430,The Inner World,Studio Fizbin,Headup,,564,50,0,"100,000 .. 200,000",333,58,195,58,1499,1499,0,,
331670,331670,The Jackbox Party Pack,"Jackbox Games, Inc.","Jackbox Games, Inc.",,771,72,0,"200,000 .. 500,000",411,29,206,38,2499,2499,0,,
397460,397460,The Jackbox Party Pack 2,"Jackbox Games, Inc.","Jackbox Games, Inc.",,530,32,0,"200,000 .. 500,000",488,68,229,93,2499,2499,0,,
220090,220090,The Journey Down: Chapter One,SkyGoblin,SkyGoblin,,895,127,0,"200,000 .. 500,000",206,61,155,61,899,899,0,,
262850,262850,The Journey Down: Chapter Two,SkyGoblin,SkyGoblin,,340,14,0,"100,000 .. 200,000",259,0,219,0,1999,1999,0,,
315540,315540,The Joylancer: Legendary Motor Knight,alpha six productions,"Merge Games, Digerati Distribution",,62,55,0,"20,000 .. 50,000",13,0,9,0,999,999,0,,
222420,222420,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,"SNK CORPORATION, Code Mystics",SNK CORPORATION,,872,165,0,"100,000 .. 200,000",329,18,220,18,1499,1499,0,,
222440,222440,THE KING OF FIGHTERS 2002 UNLIMITED MATCH,"SNK CORPORATION, Code Mystics",SNK CORPORATION,,892,79,0,"100,000 .. 200,000",1150,1429,247,1429,1499,1499,0,,
222940,222940,THE KING OF FIGHTERS XIII STEAM EDITION,SNK CORPORATION,SNK CORPORATION,,4250,539,0,"500,000 .. 1,000,000",757,982,234,55,1999,1999,0,,
42920,42920,The Kings' Crusade,NeoCoreGames,Paradox Interactive,,41,72,0,"50,000 .. 100,000",214,0,262,0,999,999,0,,
341060,341060,The Lady,"Mikeypoo's Games, Roger Levy","MPR ART Hallucinations, Plug In Digital",,85,97,0,"50,000 .. 100,000",224,0,216,0,0,0,0,,
273070,273070,The Last Federation,"Arcen Games, LLC","Arcen Games, LLC",,310,102,0,"50,000 .. 100,000",331,211,186,211,1999,1999,0,,
23310,23310,The Last Remnant,Square Enix,Square Enix,,2733,655,0,"500,000 .. 1,000,000",831,0,90,0,0,0,0,,
260160,260160,The Last Tinker: City of Colors,Mimimi Productions,Daedalic Entertainment,,489,109,0,"50,000 .. 100,000",255,85,254,85,999,999,0,,
385060,385060,The Last Warlock,Sonic Sloth,Sonic Sloth,,34,4,0,"0 .. 20,000",130,78,215,78,599,599,0,,
251150,251150,The Legend of Heroes: Trails in the Sky,Nihon Falcom,"XSEED Games, Marvelous USA, Inc.",,3385,309,0,"200,000 .. 500,000",903,1,275,1,1999,1999,0,,
251290,251290,The Legend of Heroes: Trails in the Sky SC,Nihon Falcom,"XSEED Games, Marvelous USA, Inc.",,1099,24,0,"20,000 .. 50,000",2988,0,3050,0,2999,2999,0,,
unknow,unknow,The Legend of Korra,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
394720,394720,The Legend of Tango,Spilt Milk Studios,Mastertronic,,9,11,0,"20,000 .. 50,000",6,0,6,0,0,0,0,,
267530,267530,The LEGO Movie - Videogame,"TT Fusion, Traveller's Tales, Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",,1816,374,0,"200,000 .. 500,000",671,94,324,93,1999,1999,0,,
305620,305620,The Long Dark,Hinterland Studio Inc.,Hinterland Studio Inc.,,45531,4256,0,"1,000,000 .. 2,000,000",1236,370,290,58,2999,2999,0,,
6310,6310,The Longest Journey,Funcom,Funcom,,1147,102,0,"200,000 .. 500,000",828,4,93,4,999,999,0,,
